FTHG,FTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season_encoded,HomeTeam_le,AwayTeam_le
1,0,18.0,8.0,6.0,4.0,12.0,12.0,8.0,4.0,0.0,1.0,0.0,0.0,2,18,28
4,2,12.0,11.0,4.0,3.0,11.0,7.0,8.0,2.0,0.0,1.0,0.0,0.0,2,12,43
1,0,10.0,12.0,7.0,4.0,15.0,6.0,7.0,3.0,1.0,2.0,0.0,0.0,2,29,5
1,2,7.0,6.0,5.0,4.0,8.0,15.0,5.0,6.0,2.0,1.0,0.0,0.0,2,5,17
3,2,13.0,5.0,7.0,5.0,6.0,6.0,7.0,3.0,2.0,1.0,0.0,0.0,2,13,22
2,5,13.0,15.0,8.0,9.0,13.0,11.0,6.0,3.0,1.0,2.0,0.0,0.0,2,28,1
0,1,10.0,12.0,4.0,6.0,9.0,13.0,5.0,2.0,1.0,0.0,0.0,0.0,2,38,36
2,2,16.0,20.0,12.0,15.0,14.0,11.0,9.0,10.0,1.0,1.0,0.0,0.0,2,24,0
4,1,11.0,6.0,4.0,2.0,10.0,10.0,9.0,3.0,3.0,1.0,0.0,0.0,2,26,18
0,1,13.0,15.0,7.0,8.0,14.0,9.0,5.0,4.0,0.0,1.0,0.0,0.0,2,40,29
0,1,15.0,3.0,6.0,2.0,12.0,14.0,6.0,6.0,0.0,2.0,0.0,0.0,2,42,12
2,1,9.0,4.0,7.0,1.0,16.0,14.0,5.0,4.0,1.0,1.0,0.0,0.0,2,43,3
2,1,11.0,3.0,6.0,1.0,10.0,16.0,6.0,4.0,3.0,1.0,0.0,0.0,2,0,18
4,2,15.0,11.0,10.0,6.0,16.0,10.0,7.0,4.0,2.0,2.0,0.0,0.0,2,5,2
1,1,16.0,8.0,8.0,5.0,7.0,15.0,11.0,3.0,1.0,1.0,0.0,0.0,2,13,40
2,0,13.0,8.0,5.0,2.0,6.0,16.0,6.0,4.0,0.0,1.0,0.0,0.0,2,17,22
1,2,12.0,9.0,7.0,5.0,10.0,17.0,6.0,6.0,1.0,2.0,0.0,1.0,2,26,42
0,2,9.0,13.0,4.0,8.0,15.0,13.0,7.0,6.0,2.0,0.0,0.0,0.0,2,36,27
1,3,13.0,14.0,5.0,4.0,21.0,12.0,8.0,3.0,1.0,1.0,0.0,0.0,2,38,12
3,0,16.0,7.0,9.0,1.0,8.0,21.0,9.0,2.0,1.0,5.0,0.0,0.0,2,1,3
0,3,7.0,11.0,2.0,5.0,12.0,12.0,6.0,8.0,1.0,0.0,0.0,0.0,2,43,24
0,1,5.0,15.0,3.0,7.0,9.0,14.0,3.0,5.0,1.0,1.0,0.0,0.0,2,2,27
1,3,7.0,3.0,6.0,3.0,13.0,14.0,7.0,2.0,1.0,4.0,0.0,0.0,2,2,13
1,0,18.0,11.0,11.0,5.0,9.0,11.0,6.0,6.0,0.0,1.0,0.0,0.0,2,3,36
2,1,19.0,14.0,10.0,6.0,15.0,10.0,4.0,10.0,0.0,1.0,0.0,0.0,2,12,17
2,1,17.0,8.0,10.0,5.0,11.0,14.0,6.0,5.0,1.0,3.0,0.0,0.0,2,18,1
1,0,10.0,12.0,7.0,3.0,13.0,13.0,9.0,6.0,2.0,2.0,0.0,1.0,2,22,43
1,1,17.0,2.0,10.0,2.0,16.0,12.0,14.0,3.0,0.0,2.0,0.0,0.0,2,24,28
4,1,16.0,8.0,7.0,6.0,12.0,11.0,10.0,8.0,0.0,2.0,0.0,0.0,2,40,38
1,1,15.0,7.0,8.0,5.0,8.0,12.0,5.0,4.0,2.0,4.0,0.0,0.0,2,42,5
1,1,15.0,9.0,8.0,6.0,8.0,10.0,10.0,4.0,1.0,1.0,0.0,0.0,2,27,26
1,1,6.0,18.0,4.0,10.0,11.0,10.0,6.0,7.0,2.0,2.0,1.0,0.0,2,29,0
3,0,12.0,9.0,8.0,4.0,13.0,18.0,2.0,3.0,1.0,2.0,0.0,0.0,2,18,42
1,1,13.0,7.0,5.0,3.0,13.0,10.0,8.0,5.0,1.0,1.0,0.0,0.0,2,5,27
3,0,14.0,13.0,9.0,6.0,17.0,20.0,6.0,6.0,2.0,2.0,0.0,0.0,2,12,1
1,2,16.0,6.0,9.0,5.0,11.0,12.0,5.0,2.0,2.0,1.0,0.0,0.0,2,13,3
2,1,25.0,11.0,16.0,6.0,3.0,13.0,17.0,6.0,0.0,1.0,0.0,0.0,2,17,36
0,3,12.0,13.0,5.0,6.0,14.0,19.0,1.0,7.0,0.0,0.0,0.0,0.0,2,22,29
1,5,18.0,9.0,12.0,9.0,7.0,7.0,14.0,4.0,0.0,0.0,0.0,0.0,2,26,0
1,3,7.0,9.0,4.0,5.0,18.0,16.0,4.0,6.0,2.0,1.0,0.0,0.0,2,38,28
2,1,5.0,14.0,2.0,9.0,14.0,11.0,2.0,6.0,2.0,1.0,0.0,0.0,2,2,24
1,2,10.0,7.0,5.0,2.0,19.0,12.0,7.0,4.0,1.0,1.0,0.0,0.0,2,42,43
1,1,15.0,8.0,10.0,7.0,17.0,13.0,5.0,7.0,2.0,2.0,1.0,1.0,2,40,18
1,0,10.0,12.0,7.0,6.0,9.0,15.0,2.0,4.0,2.0,0.0,0.0,0.0,2,3,26
1,0,11.0,15.0,4.0,6.0,18.0,13.0,8.0,11.0,1.0,2.0,0.0,0.0,2,18,38
1,1,6.0,11.0,2.0,5.0,14.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,2,28,17
2,1,5.0,8.0,2.0,5.0,12.0,22.0,5.0,7.0,0.0,1.0,0.0,0.0,2,29,13
1,0,15.0,12.0,11.0,3.0,21.0,20.0,9.0,3.0,2.0,2.0,0.0,0.0,2,36,42
2,0,10.0,9.0,8.0,3.0,14.0,9.0,8.0,3.0,3.0,2.0,0.0,0.0,2,43,40
2,0,19.0,6.0,11.0,4.0,12.0,12.0,12.0,6.0,1.0,0.0,0.0,0.0,2,0,12
0,2,11.0,5.0,4.0,3.0,20.0,17.0,4.0,3.0,1.0,2.0,2.0,0.0,2,1,2
2,1,15.0,7.0,2.0,6.0,10.0,16.0,8.0,3.0,1.0,1.0,0.0,0.0,2,27,22
1,0,10.0,11.0,4.0,0.0,13.0,16.0,5.0,9.0,0.0,3.0,0.0,0.0,2,28,29
2,0,9.0,10.0,3.0,2.0,13.0,11.0,3.0,3.0,0.0,3.0,0.0,0.0,2,24,5
0,1,19.0,13.0,6.0,5.0,10.0,10.0,6.0,6.0,2.0,1.0,0.0,0.0,2,1,27
2,0,10.0,9.0,4.0,5.0,11.0,15.0,3.0,5.0,4.0,2.0,0.0,0.0,2,3,0
0,2,7.0,11.0,5.0,5.0,10.0,9.0,6.0,4.0,1.0,2.0,0.0,0.0,2,12,29
0,0,11.0,3.0,8.0,2.0,14.0,12.0,5.0,5.0,2.0,0.0,0.0,0.0,2,17,43
2,2,3.0,12.0,3.0,5.0,8.0,11.0,3.0,7.0,1.0,0.0,0.0,0.0,2,18,36
2,3,14.0,7.0,8.0,3.0,16.0,11.0,6.0,3.0,3.0,2.0,0.0,0.0,2,22,28
0,2,12.0,13.0,7.0,8.0,15.0,12.0,8.0,6.0,1.0,1.0,0.0,0.0,2,38,5
1,0,14.0,7.0,9.0,4.0,17.0,7.0,7.0,6.0,2.0,1.0,1.0,0.0,2,26,2
2,3,12.0,9.0,5.0,6.0,21.0,11.0,9.0,4.0,1.0,1.0,0.0,0.0,2,40,24
0,2,5.0,11.0,1.0,8.0,10.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,2,42,13
1,0,13.0,9.0,6.0,3.0,10.0,22.0,8.0,3.0,0.0,0.0,0.0,0.0,2,2,42
5,0,16.0,8.0,10.0,4.0,11.0,13.0,7.0,6.0,1.0,2.0,0.0,1.0,2,13,26
3,0,18.0,11.0,11.0,6.0,11.0,12.0,9.0,5.0,2.0,1.0,0.0,0.0,2,27,18
1,1,15.0,6.0,6.0,4.0,9.0,10.0,8.0,4.0,1.0,2.0,0.0,0.0,2,28,12
5,1,14.0,11.0,8.0,8.0,12.0,11.0,8.0,3.0,1.0,1.0,0.0,0.0,2,29,3
2,2,11.0,13.0,7.0,9.0,8.0,17.0,4.0,3.0,0.0,1.0,0.0,0.0,2,36,1
2,0,10.0,4.0,4.0,2.0,16.0,12.0,4.0,1.0,1.0,0.0,0.0,0.0,2,43,38
2,1,14.0,6.0,10.0,3.0,15.0,19.0,3.0,5.0,2.0,1.0,0.0,0.0,2,0,17
3,1,19.0,11.0,11.0,6.0,12.0,17.0,4.0,6.0,0.0,1.0,0.0,0.0,2,24,22
1,0,15.0,7.0,8.0,2.0,8.0,9.0,4.0,9.0,0.0,1.0,0.0,0.0,2,5,40
1,1,6.0,12.0,2.0,5.0,19.0,12.0,5.0,6.0,1.0,2.0,0.0,0.0,2,1,0
2,0,5.0,5.0,3.0,2.0,6.0,10.0,5.0,7.0,0.0,5.0,0.0,0.0,2,5,26
1,6,6.0,14.0,4.0,10.0,14.0,17.0,7.0,8.0,2.0,1.0,0.0,0.0,2,12,22
4,0,12.0,5.0,9.0,1.0,15.0,17.0,10.0,4.0,1.0,3.0,0.0,1.0,2,27,24
3,0,22.0,12.0,12.0,6.0,9.0,15.0,3.0,5.0,0.0,1.0,0.0,0.0,2,28,42
1,1,11.0,14.0,5.0,8.0,17.0,11.0,3.0,8.0,3.0,2.0,0.0,0.0,2,36,43
1,2,9.0,13.0,4.0,10.0,17.0,11.0,3.0,8.0,1.0,1.0,0.0,0.0,2,38,13
2,1,12.0,10.0,6.0,4.0,20.0,16.0,10.0,5.0,1.0,1.0,0.0,0.0,2,40,2
2,1,9.0,15.0,7.0,8.0,12.0,13.0,9.0,5.0,1.0,2.0,0.0,0.0,2,17,29
0,4,9.0,7.0,4.0,3.0,9.0,19.0,3.0,4.0,0.0,2.0,0.0,0.0,2,18,3
2,0,7.0,2.0,3.0,0.0,22.0,19.0,6.0,6.0,0.0,1.0,0.0,1.0,2,2,38
1,0,11.0,7.0,6.0,5.0,10.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,2,3,12
1,0,17.0,7.0,8.0,2.0,9.0,10.0,3.0,1.0,1.0,2.0,0.0,0.0,2,13,5
2,2,11.0,6.0,4.0,2.0,13.0,10.0,7.0,4.0,1.0,2.0,0.0,0.0,2,22,40
2,0,17.0,11.0,11.0,7.0,9.0,17.0,5.0,6.0,1.0,2.0,0.0,0.0,2,24,18
0,0,9.0,6.0,6.0,1.0,12.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,2,26,28
2,6,15.0,15.0,9.0,11.0,8.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,2,29,27
1,2,12.0,8.0,6.0,3.0,9.0,5.0,3.0,10.0,2.0,2.0,0.0,0.0,2,42,17
2,2,15.0,6.0,7.0,3.0,14.0,12.0,10.0,7.0,4.0,1.0,0.0,0.0,2,43,1
2,2,10.0,6.0,7.0,3.0,15.0,15.0,6.0,2.0,0.0,2.0,1.0,0.0,2,0,27
0,2,9.0,11.0,6.0,6.0,11.0,15.0,7.0,9.0,2.0,3.0,0.0,0.0,2,40,26
2,1,19.0,16.0,10.0,10.0,11.0,12.0,6.0,2.0,1.0,0.0,0.0,0.0,2,1,13
1,0,19.0,9.0,9.0,3.0,18.0,9.0,8.0,3.0,3.0,4.0,0.0,1.0,2,5,43
0,2,7.0,13.0,5.0,7.0,16.0,12.0,8.0,5.0,2.0,1.0,0.0,0.0,2,12,2
1,2,9.0,8.0,4.0,2.0,15.0,18.0,4.0,3.0,4.0,3.0,2.0,0.0,2,17,24
2,1,13.0,8.0,6.0,6.0,12.0,9.0,6.0,13.0,1.0,1.0,0.0,1.0,2,18,29
3,1,18.0,6.0,12.0,1.0,8.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,2,27,3
0,2,7.0,6.0,3.0,2.0,16.0,12.0,3.0,5.0,0.0,1.0,0.0,0.0,2,28,0
3,2,16.0,5.0,7.0,3.0,8.0,22.0,11.0,1.0,0.0,4.0,0.0,1.0,2,36,22
1,2,20.0,9.0,13.0,7.0,19.0,12.0,10.0,5.0,4.0,1.0,0.0,0.0,2,38,42
3,2,15.0,12.0,9.0,7.0,10.0,19.0,5.0,3.0,0.0,2.0,0.0,0.0,2,2,36
0,0,11.0,6.0,5.0,3.0,14.0,13.0,9.0,4.0,2.0,3.0,0.0,0.0,2,3,5
4,1,13.0,3.0,9.0,1.0,11.0,15.0,4.0,0.0,1.0,1.0,0.0,0.0,2,13,17
2,1,20.0,5.0,10.0,5.0,4.0,14.0,8.0,9.0,0.0,1.0,0.0,0.0,2,24,12
3,0,15.0,4.0,8.0,3.0,12.0,11.0,7.0,3.0,0.0,1.0,0.0,0.0,2,26,38
1,1,16.0,10.0,4.0,7.0,6.0,13.0,8.0,5.0,0.0,1.0,0.0,0.0,2,29,1
2,3,8.0,8.0,8.0,5.0,9.0,10.0,5.0,8.0,2.0,2.0,0.0,0.0,2,42,40
1,0,13.0,6.0,9.0,2.0,15.0,18.0,4.0,6.0,1.0,2.0,0.0,0.0,2,43,28
2,0,19.0,7.0,7.0,2.0,18.0,17.0,8.0,4.0,0.0,2.0,0.0,0.0,2,22,18
3,0,7.0,6.0,6.0,4.0,17.0,18.0,3.0,3.0,1.0,2.0,0.0,0.0,2,2,28
2,2,17.0,8.0,11.0,7.0,15.0,16.0,10.0,4.0,2.0,2.0,1.0,0.0,2,5,0
2,1,14.0,14.0,10.0,6.0,15.0,12.0,7.0,10.0,1.0,1.0,0.0,0.0,2,12,36
1,1,11.0,7.0,5.0,5.0,9.0,11.0,9.0,2.0,3.0,2.0,0.0,0.0,2,13,18
2,1,11.0,15.0,8.0,10.0,10.0,13.0,8.0,6.0,0.0,1.0,0.0,0.0,2,17,1
2,3,15.0,10.0,9.0,5.0,12.0,18.0,11.0,6.0,2.0,1.0,0.0,0.0,2,22,3
0,1,12.0,18.0,8.0,9.0,20.0,18.0,6.0,8.0,4.0,4.0,0.0,0.0,2,38,29
0,6,9.0,18.0,5.0,14.0,12.0,6.0,4.0,3.0,1.0,1.0,0.0,0.0,2,42,24
0,1,16.0,11.0,5.0,7.0,10.0,11.0,11.0,6.0,1.0,1.0,0.0,0.0,2,26,43
0,2,6.0,20.0,3.0,15.0,11.0,11.0,5.0,8.0,0.0,0.0,0.0,0.0,2,40,27
1,0,11.0,11.0,4.0,7.0,11.0,13.0,12.0,6.0,0.0,1.0,0.0,0.0,2,1,38
1,1,13.0,13.0,7.0,7.0,14.0,16.0,7.0,2.0,2.0,1.0,0.0,0.0,2,3,42
2,0,13.0,16.0,6.0,8.0,14.0,13.0,6.0,9.0,1.0,1.0,0.0,0.0,2,18,17
1,2,8.0,6.0,6.0,3.0,9.0,17.0,8.0,4.0,2.0,2.0,0.0,0.0,2,24,26
4,1,21.0,4.0,14.0,2.0,6.0,10.0,11.0,3.0,0.0,1.0,0.0,0.0,2,27,12
5,1,26.0,6.0,16.0,4.0,15.0,9.0,8.0,3.0,0.0,2.0,0.0,1.0,2,28,40
1,0,18.0,4.0,9.0,2.0,14.0,12.0,8.0,4.0,0.0,2.0,0.0,1.0,2,29,2
0,0,10.0,10.0,4.0,2.0,19.0,9.0,7.0,3.0,3.0,2.0,0.0,0.0,2,36,5
1,0,11.0,8.0,7.0,3.0,12.0,15.0,10.0,8.0,3.0,1.0,0.0,0.0,2,43,13
2,3,33.0,11.0,17.0,6.0,16.0,16.0,6.0,2.0,2.0,1.0,0.0,0.0,2,0,22
6,1,16.0,13.0,13.0,5.0,12.0,16.0,6.0,10.0,1.0,1.0,0.0,0.0,2,0,36
2,2,10.0,16.0,7.0,10.0,18.0,11.0,6.0,7.0,1.0,1.0,0.0,0.0,2,2,43
2,1,13.0,6.0,6.0,3.0,18.0,18.0,6.0,5.0,3.0,2.0,0.0,1.0,2,5,28
0,1,10.0,17.0,4.0,7.0,13.0,14.0,2.0,4.0,2.0,3.0,1.0,0.0,2,12,18
2,1,13.0,5.0,6.0,3.0,17.0,13.0,4.0,3.0,3.0,1.0,0.0,1.0,2,13,24
1,2,8.0,17.0,4.0,12.0,16.0,15.0,6.0,6.0,5.0,3.0,0.0,0.0,2,17,27
3,1,11.0,18.0,5.0,6.0,18.0,14.0,1.0,8.0,0.0,1.0,0.0,0.0,2,22,1
0,1,17.0,6.0,7.0,3.0,14.0,14.0,10.0,4.0,3.0,4.0,0.0,0.0,2,26,36
0,4,7.0,20.0,3.0,13.0,16.0,12.0,6.0,10.0,1.0,0.0,0.0,0.0,2,38,0
0,4,11.0,13.0,7.0,9.0,9.0,12.0,6.0,3.0,1.0,1.0,1.0,0.0,2,40,3
2,2,8.0,14.0,3.0,9.0,9.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,2,42,29
2,1,11.0,13.0,5.0,7.0,8.0,15.0,6.0,9.0,1.0,3.0,1.0,1.0,3,0,17
1,0,10.0,15.0,5.0,7.0,20.0,27.0,1.0,4.0,3.0,5.0,0.0,0.0,3,2,40
5,1,25.0,8.0,13.0,5.0,8.0,14.0,6.0,2.0,1.0,1.0,0.0,0.0,3,3,45
3,2,17.0,8.0,9.0,5.0,18.0,16.0,7.0,6.0,1.0,1.0,0.0,0.0,3,18,28
2,2,12.0,13.0,7.0,10.0,27.0,15.0,2.0,7.0,3.0,1.0,0.0,0.0,3,23,36
4,0,13.0,15.0,6.0,5.0,12.0,8.0,8.0,4.0,0.0,4.0,0.0,0.0,3,27,5
2,1,4.0,9.0,3.0,5.0,18.0,22.0,7.0,9.0,2.0,1.0,0.0,1.0,3,32,1
0,3,10.0,14.0,5.0,8.0,12.0,16.0,4.0,7.0,2.0,1.0,1.0,0.0,3,12,26
2,2,8.0,19.0,3.0,10.0,19.0,16.0,4.0,8.0,4.0,2.0,0.0,0.0,3,22,29
1,2,12.0,10.0,7.0,6.0,13.0,12.0,8.0,6.0,3.0,1.0,0.0,0.0,3,24,13
2,2,16.0,10.0,10.0,5.0,11.0,15.0,9.0,2.0,2.0,4.0,0.0,1.0,3,5,3
2,1,17.0,5.0,7.0,1.0,12.0,18.0,7.0,2.0,0.0,3.0,1.0,2.0,3,13,23
3,1,10.0,23.0,8.0,15.0,15.0,14.0,4.0,10.0,2.0,4.0,0.0,0.0,3,17,18
1,1,21.0,4.0,11.0,2.0,8.0,22.0,11.0,7.0,2.0,3.0,0.0,0.0,3,26,32
1,2,7.0,11.0,5.0,8.0,18.0,14.0,2.0,4.0,2.0,2.0,0.0,0.0,3,29,27
0,0,14.0,12.0,7.0,5.0,15.0,19.0,2.0,7.0,3.0,1.0,0.0,0.0,3,36,2
2,1,20.0,5.0,4.0,2.0,14.0,14.0,6.0,0.0,1.0,2.0,0.0,0.0,3,40,22
0,4,10.0,8.0,4.0,6.0,11.0,7.0,5.0,2.0,2.0,1.0,0.0,1.0,3,45,12
0,0,14.0,15.0,9.0,9.0,16.0,7.0,8.0,9.0,0.0,1.0,0.0,0.0,3,1,24
0,4,10.0,14.0,4.0,10.0,11.0,7.0,3.0,5.0,1.0,0.0,0.0,0.0,3,28,0
2,3,14.0,13.0,10.0,5.0,14.0,10.0,9.0,0.0,2.0,1.0,0.0,0.0,3,3,26
2,2,10.0,13.0,4.0,4.0,8.0,8.0,6.0,8.0,1.0,1.0,0.0,0.0,3,12,17
0,0,15.0,14.0,6.0,8.0,10.0,11.0,6.0,10.0,2.0,3.0,0.0,0.0,3,22,36
0,0,12.0,13.0,4.0,3.0,17.0,16.0,6.0,4.0,3.0,2.0,0.0,0.0,3,23,28
4,0,13.0,13.0,8.0,4.0,12.0,14.0,0.0,4.0,2.0,4.0,0.0,0.0,3,32,5
2,0,14.0,6.0,6.0,3.0,16.0,16.0,2.0,6.0,3.0,4.0,0.0,0.0,3,0,1
0,0,22.0,9.0,10.0,4.0,20.0,27.0,8.0,5.0,2.0,5.0,0.0,0.0,3,24,40
1,0,14.0,12.0,5.0,2.0,6.0,12.0,10.0,2.0,2.0,2.0,0.0,0.0,3,27,45
3,1,10.0,5.0,8.0,4.0,18.0,17.0,11.0,1.0,1.0,2.0,0.0,1.0,3,1,23
0,0,13.0,7.0,9.0,1.0,18.0,16.0,12.0,3.0,4.0,2.0,0.0,0.0,3,5,12
2,2,12.0,7.0,5.0,4.0,11.0,19.0,3.0,4.0,0.0,4.0,0.0,0.0,3,13,3
0,3,11.0,18.0,5.0,11.0,22.0,17.0,9.0,5.0,3.0,3.0,0.0,0.0,3,17,24
2,3,27.0,8.0,16.0,4.0,17.0,21.0,6.0,3.0,2.0,3.0,0.0,0.0,3,28,22
0,1,19.0,7.0,10.0,3.0,15.0,15.0,9.0,6.0,2.0,1.0,0.0,0.0,3,29,2
0,3,18.0,9.0,6.0,5.0,15.0,13.0,9.0,4.0,0.0,2.0,0.0,0.0,3,40,18
0,0,11.0,9.0,2.0,2.0,15.0,16.0,4.0,6.0,3.0,5.0,0.0,0.0,3,45,32
1,2,11.0,10.0,7.0,5.0,12.0,11.0,5.0,5.0,4.0,3.0,0.0,0.0,3,26,0
1,0,12.0,10.0,5.0,9.0,8.0,10.0,9.0,5.0,1.0,0.0,0.0,0.0,3,36,27
1,1,12.0,8.0,7.0,2.0,11.0,19.0,7.0,1.0,2.0,3.0,0.0,0.0,3,0,32
1,3,8.0,21.0,5.0,14.0,13.0,11.0,5.0,10.0,2.0,2.0,1.0,0.0,3,3,24
2,0,13.0,7.0,8.0,6.0,17.0,14.0,10.0,1.0,3.0,3.0,0.0,0.0,3,5,28
0,2,8.0,14.0,3.0,9.0,19.0,18.0,3.0,3.0,2.0,2.0,1.0,0.0,3,12,27
4,2,12.0,9.0,6.0,3.0,16.0,20.0,10.0,3.0,1.0,4.0,0.0,0.0,3,13,40
2,2,9.0,4.0,7.0,2.0,20.0,21.0,6.0,3.0,5.0,5.0,1.0,1.0,3,17,29
2,0,15.0,10.0,10.0,3.0,16.0,20.0,7.0,3.0,3.0,5.0,0.0,0.0,3,36,45
2,2,15.0,8.0,9.0,6.0,16.0,21.0,8.0,1.0,1.0,4.0,1.0,1.0,3,2,18
4,1,17.0,8.0,9.0,4.0,11.0,11.0,4.0,3.0,0.0,1.0,0.0,0.0,3,26,1
4,0,19.0,14.0,11.0,2.0,10.0,10.0,9.0,5.0,0.0,2.0,0.0,0.0,3,23,22
2,1,15.0,8.0,6.0,3.0,13.0,13.0,10.0,2.0,3.0,2.0,0.0,0.0,3,1,12
2,2,13.0,7.0,9.0,6.0,14.0,19.0,2.0,4.0,2.0,5.0,0.0,0.0,3,18,26
0,2,12.0,7.0,6.0,3.0,15.0,14.0,6.0,1.0,4.0,2.0,1.0,0.0,3,22,2
2,1,19.0,9.0,8.0,3.0,10.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,3,24,23
0,0,14.0,8.0,7.0,6.0,15.0,12.0,7.0,5.0,1.0,1.0,0.0,0.0,3,29,5
1,2,9.0,12.0,6.0,10.0,17.0,18.0,7.0,6.0,2.0,3.0,0.0,0.0,3,32,3
1,3,13.0,12.0,6.0,10.0,15.0,14.0,4.0,7.0,1.0,1.0,0.0,0.0,3,40,36
0,5,8.0,14.0,4.0,8.0,15.0,15.0,1.0,3.0,2.0,3.0,0.0,0.0,3,45,13
0,0,9.0,6.0,7.0,1.0,11.0,15.0,4.0,3.0,4.0,3.0,0.0,1.0,3,27,0
1,0,9.0,9.0,4.0,5.0,12.0,14.0,4.0,6.0,2.0,3.0,0.0,0.0,3,28,17
3,2,11.0,5.0,7.0,4.0,13.0,17.0,3.0,4.0,0.0,1.0,0.0,0.0,3,0,29
2,0,7.0,10.0,5.0,5.0,10.0,16.0,4.0,4.0,1.0,3.0,0.0,0.0,3,2,32
1,1,22.0,8.0,14.0,4.0,16.0,4.0,12.0,3.0,2.0,0.0,0.0,0.0,3,5,45
1,0,10.0,7.0,5.0,1.0,7.0,9.0,6.0,5.0,0.0,2.0,0.0,0.0,3,13,1
1,4,10.0,11.0,4.0,9.0,7.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,3,23,27
0,1,10.0,12.0,6.0,9.0,12.0,19.0,4.0,4.0,4.0,3.0,1.0,0.0,3,36,28
0,2,6.0,7.0,0.0,2.0,14.0,11.0,5.0,5.0,2.0,4.0,0.0,0.0,3,3,18
3,2,14.0,17.0,5.0,9.0,11.0,9.0,7.0,5.0,2.0,1.0,0.0,0.0,3,12,24
4,0,20.0,6.0,9.0,2.0,11.0,15.0,11.0,4.0,0.0,2.0,0.0,0.0,3,17,22
0,0,21.0,4.0,10.0,2.0,7.0,15.0,6.0,6.0,2.0,1.0,0.0,0.0,3,26,40
2,0,16.0,8.0,8.0,4.0,14.0,10.0,4.0,4.0,2.0,1.0,0.0,0.0,3,18,23
2,1,15.0,17.0,5.0,9.0,18.0,20.0,2.0,5.0,3.0,1.0,0.0,0.0,3,22,3
1,2,13.0,12.0,7.0,8.0,12.0,20.0,11.0,3.0,2.0,2.0,0.0,0.0,3,24,0
3,0,10.0,5.0,8.0,2.0,13.0,11.0,5.0,1.0,0.0,1.0,0.0,1.0,3,27,2
1,0,14.0,7.0,9.0,4.0,14.0,10.0,8.0,4.0,3.0,2.0,0.0,0.0,3,29,36
1,2,16.0,11.0,8.0,6.0,20.0,14.0,6.0,9.0,3.0,2.0,0.0,0.0,3,32,12
3,0,13.0,12.0,7.0,4.0,15.0,14.0,2.0,6.0,2.0,2.0,0.0,0.0,3,40,17
1,0,8.0,9.0,4.0,5.0,13.0,7.0,3.0,10.0,3.0,2.0,0.0,0.0,3,45,26
1,1,14.0,15.0,8.0,5.0,14.0,16.0,9.0,5.0,1.0,5.0,0.0,0.0,3,1,5
1,2,15.0,10.0,6.0,6.0,14.0,18.0,2.0,8.0,1.0,2.0,0.0,0.0,3,28,13
0,0,6.0,13.0,2.0,8.0,10.0,14.0,2.0,18.0,2.0,4.0,0.0,0.0,3,2,13
2,1,13.0,7.0,9.0,3.0,11.0,13.0,6.0,3.0,1.0,2.0,0.0,0.0,3,0,13
0,0,9.0,14.0,4.0,6.0,12.0,11.0,4.0,11.0,2.0,2.0,0.0,0.0,3,18,45
0,1,3.0,18.0,2.0,10.0,19.0,8.0,7.0,2.0,4.0,1.0,0.0,0.0,3,22,27
6,2,16.0,12.0,13.0,8.0,11.0,8.0,7.0,4.0,1.0,1.0,1.0,0.0,3,26,5
0,1,11.0,4.0,7.0,3.0,17.0,12.0,8.0,2.0,3.0,3.0,0.0,0.0,3,28,29
1,0,10.0,13.0,6.0,7.0,22.0,10.0,5.0,3.0,2.0,2.0,0.0,0.0,3,32,24
0,0,4.0,2.0,3.0,1.0,16.0,20.0,3.0,4.0,2.0,1.0,0.0,0.0,3,2,1
0,0,13.0,19.0,6.0,7.0,11.0,6.0,8.0,6.0,1.0,2.0,0.0,0.0,3,17,36
1,2,22.0,7.0,15.0,4.0,12.0,19.0,5.0,1.0,3.0,3.0,0.0,0.0,3,23,40
0,1,15.0,10.0,6.0,5.0,17.0,12.0,5.0,3.0,3.0,0.0,0.0,0.0,3,3,12
2,3,4.0,11.0,4.0,7.0,14.0,16.0,4.0,8.0,2.0,2.0,0.0,0.0,3,18,29
0,0,16.0,8.0,6.0,2.0,11.0,12.0,9.0,3.0,0.0,1.0,0.0,0.0,3,1,17
0,1,16.0,7.0,7.0,3.0,14.0,16.0,7.0,3.0,1.0,2.0,0.0,0.0,3,5,2
1,0,7.0,9.0,4.0,6.0,8.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,3,13,26
3,1,20.0,7.0,9.0,5.0,11.0,13.0,9.0,3.0,0.0,2.0,0.0,0.0,3,24,22
1,3,17.0,12.0,9.0,7.0,10.0,14.0,10.0,2.0,4.0,2.0,0.0,0.0,3,27,18
3,0,10.0,9.0,8.0,4.0,12.0,14.0,6.0,6.0,0.0,1.0,0.0,0.0,3,29,32
